id,bumelerze_id,time,year,lat,lon,depth_km,mag,mag_type,source_catalog,source_id,contributing_sources,merged_count
bumelerze-013255,bml20090094,2009-01-29T21:56:30.413Z,2009,36.6382,44.9751,15.0,2.44,mb,KISC,399092-250663,KISC,2
bumelerze-013256,bml20090095,2009-01-30T00:31:42.000Z,2009,32.1762,47.3224,14.9,3.9,mb,ONUR2017,12082727,ONUR2017,1
bumelerze-013257,bml20090096,2009-01-30T00:36:04.000Z,2009,32.6946,48.2468,2.0,3.1,ML,ONUR2017,,"KISC,ONUR2017",3
bumelerze-013258,bml20090097,2009-01-30T00:36:29.000Z,2009,38.441,39.0862,11.6,3.1,MD,ONUR2017,12855085,ONUR2017,1
bumelerze-013259,bml20090098,2009-01-30T00:49:43.000Z,2009,36.1244,41.0622,20.0,2.6,ML,ONUR2017,12855076,ONUR2017,1
bumelerze-013260,bml20090099,2009-01-30T07:31:42.280Z,2009,32.225,47.371,10.0,4.0,mb,USGS,usp000gt8w,"KISC,USGS",4
bumelerze-013261,bml2009009a,2009-01-30T16:35:11.815Z,2009,34.288,46.4858,11.96,2.09,mb,KISC,399319-250689,KISC,2
bumelerze-013262,bml2009009b,2009-01-30T16:51:27.331Z,2009,35.2173,45.6273,15.0,2.03,mb,KISC,399328-250690,KISC,2
bumelerze-013263,bml2009009c,2009-01-30T17:49:42.739Z,2009,36.2067,41.0177,32.99,3.21,mb,KISC,399333-250691,KISC,2
bumelerze-013264,bml2009009d,2009-01-30T22:02:59.445Z,2009,32.5742,47.2176,7.04,2.82,mb,KISC,399345-255702,KISC,2
bumelerze-013265,bml2009009e,2009-01-30T22:16:26.975Z,2009,37.4021,44.6745,15.0,2.57,mb,KISC,399352-250700,KISC,2
bumelerze-013266,bml2009009f,2009-01-30T22:56:53.000Z,2009,36.1817,44.9334,0.28,1.65,mb,KISC,399354-250704,KISC,2
bumelerze-013267,bml2009009g,2009-01-31T00:24:07.000Z,2009,35.272,40.735,12.4,2.5,ML,ONUR2017,,ONUR2017,1
bumelerze-013268,bml2009009h,2009-01-31T00:33:07.000Z,2009,38.669,43.142,12.0,2.7,MD,ONUR2017,,ONUR2017,1
bumelerze-013269,bml2009009i,2009-01-31T00:38:58.000Z,2009,39.188,43.938,5.0,2.0,MD,ONUR2017,,ONUR2017,1
bumelerze-013270,bml2009009j,2009-01-31T00:51:52.000Z,2009,39.3305,40.9961,7.0,2.9,MD,ONUR2017,12855118,ONUR2017,1
bumelerze-013271,bml2009009k,2009-01-31T00:56:01.000Z,2009,38.3412,38.9005,14.3,2.6,MD,ONUR2017,12855101,ONUR2017,1
bumelerze-013272,bml2009009l,2009-01-31T01:24:11.135Z,2009,35.6369,40.8098,35.12,3.17,mb,KISC,399366-250720,KISC,2
bumelerze-013273,bml2009009m,2009-01-31T02:44:03.079Z,2009,36.4371,45.3867,15.0,3.22,mb,KISC,399378-250724,KISC,2
bumelerze-013274,bml2009009n,2009-01-31T03:40:09.532Z,2009,36.3813,45.2792,15.0,1.21,mb,KISC,399381-250726,KISC,2
bumelerze-013275,bml2009009o,2009-01-31T04:15:28.459Z,2009,35.2362,45.3928,15.0,1.94,mb,KISC,399393-250729,KISC,2
bumelerze-013276,bml2009009p,2009-01-31T06:57:18.433Z,2009,37.1022,44.8457,15.0,1.93,mb,KISC,399407-250737,KISC,2
bumelerze-013277,bml2009009q,2009-01-31T07:02:17.954Z,2009,37.0763,44.9676,7.09,1.83,mb,KISC,399409-250738,KISC,2
bumelerze-013278,bml2009009r,2009-01-31T13:14:37.869Z,2009,37.1341,45.1357,15.0,2.36,mb,KISC,399412-250774,KISC,2
bumelerze-013279,bml2009009s,2009-01-31T22:38:41.826Z,2009,36.249,45.4731,10.0,1.16,mb,KISC,399430-250801,KISC,2
bumelerze-013280,bml2009009t,2009-02-01T00:40:29.000Z,2009,38.7079,48.6341,31.6,3.7,ML,ONUR2017,14544013,ONUR2017,1
bumelerze-013281,bml2009009u,2009-02-01T07:00:34.729Z,2009,36.0139,44.8719,0.98,1.9,mb,KISC,394220-250852,KISC,2
bumelerze-013282,bml2009009v,2009-02-01T09:29:52.247Z,2009,36.2659,43.6927,4.17,1.66,mb,KISC,394338-250867,KISC,2
bumelerze-013283,bml2009009w,2009-02-01T12:32:47.173Z,2009,37.0976,45.6442,11.89,3.14,mb,KISC,399791-250893,KISC,2
bumelerze-013284,bml2009009x,2009-02-01T18:40:27.694Z,2009,38.6328,48.6328,38.78,3.46,mb,KISC,394645-250905,KISC,2
bumelerze-013285,bml2009009y,2009-02-01T19:04:03.770Z,2009,35.4196,45.441,11.76,1.85,mb,KISC,394648-250907,KISC,2
bumelerze-013286,bml2009009z,2009-02-01T19:14:40.478Z,2009,35.424,45.4192,11.63,1.77,mb,KISC,394651-250909,KISC,2
bumelerze-013287,bml200900a0,2009-02-01T21:43:05.295Z,2009,35.2668,44.8904,0.0,1.86,mb,KISC,394660-250918,KISC,2
bumelerze-013288,bml200900a1,2009-02-01T22:08:58.591Z,2009,36.1376,45.1632,11.65,1.2,mb,KISC,394666-250921,KISC,2
bumelerze-013289,bml200900a2,2009-02-02T00:10:21.000Z,2009,32.57,47.53,14.0,2.8,ML,ONUR2017,,ONUR2017,1
bumelerze-013290,bml200900a3,2009-02-02T00:11:55.000Z,2009,38.5741,38.8894,8.2,2.7,MD,ONUR2017,13434168,ONUR2017,1
bumelerze-013291,bml200900a4,2009-02-02T00:35:36.000Z,2009,37.58,49.62,14.0,3.0,ML,ONUR2017,,ONUR2017,1
bumelerze-013292,bml200900a5,2009-02-02T00:36:12.000Z,2009,37.68,49.44,14.0,2.5,ML,ONUR2017,,ONUR2017,1
bumelerze-013293,bml200900a6,2009-02-02T00:50:58.272Z,2009,34.7319,46.857,7.01,2.45,mb,KISC,394691-250924,KISC,2
bumelerze-013294,bml200900a7,2009-02-02T00:57:17.000Z,2009,38.3135,38.3017,7.1,2.6,MD,ONUR2017,,ONUR2017,1
bumelerze-013295,bml200900a8,2009-02-02T03:10:16.056Z,2009,32.3485,47.3567,11.97,3.18,mb,KISC,394695-250927,KISC,2
bumelerze-013296,bml200900a9,2009-02-02T03:36:00.178Z,2009,35.5155,45.0473,11.46,1.97,mb,KISC,394697-250929,KISC,2
bumelerze-013297,bml200900aa,2009-02-02T05:46:41.167Z,2009,34.0455,46.9979,7.03,2.7,mb,KISC,394713-250933,KISC,2
bumelerze-013298,bml200900ab,2009-02-02T06:36:39.482Z,2009,36.8928,44.8159,11.84,1.94,mb,KISC,399806-250937,KISC,2
bumelerze-013299,bml200900ac,2009-02-02T07:41:03.383Z,2009,36.9491,44.9841,0.99,2.22,mb,KISC,394720-250938,KISC,2
bumelerze-013300,bml200900ad,2009-02-02T18:32:56.346Z,2009,36.1339,44.9692,16.97,1.52,mb,KISC,394752-250966,KISC,2
bumelerze-013301,bml200900ae,2009-02-02T23:45:10.307Z,2009,35.4524,46.2589,15.57,2.33,mb,KISC,394794-250986,KISC,2
bumelerze-013302,bml200900af,2009-02-03T00:36:18.000Z,2009,38.2645,38.8379,11.0,2.8,MD,ONUR2017,15133061,ONUR2017,1
bumelerze-013303,bml200900ag,2009-02-03T00:46:53.000Z,2009,37.44,48.92,14.0,2.7,ML,ONUR2017,,ONUR2017,1
bumelerze-013304,bml200900ah,2009-02-03T00:54:34.000Z,2009,38.6652,39.6835,6.8,2.7,MD,ONUR2017,,ONUR2017,1
bumelerze-013305,bml200900ai,2009-02-03T17:51:53.343Z,2009,36.4237,45.1305,11.84,2.17,mb,KISC,395199-251041,KISC,2
bumelerze-013306,bml200900aj,2009-02-03T22:54:53.549Z,2009,36.1467,45.192,11.93,1.93,mb,KISC,395281-251067,KISC,2
bumelerze-013307,bml200900ak,2009-02-03T22:56:35.455Z,2009,36.2008,45.2901,1.74,1.38,mb,KISC,395282-251068,KISC,2
bumelerze-013308,bml200900al,2009-02-04T00:06:57.000Z,2009,36.378,40.133,31.6,2.3,Mw,ONUR2017,,ONUR2017,1
bumelerze-013309,bml200900am,2009-02-04T00:29:34.000Z,2009,36.3683,40.8947,5.0,2.3,ML,ONUR2017,,ONUR2017,1
bumelerze-013310,bml200900an,2009-02-04T00:32:07.000Z,2009,39.3988,40.352,2.0,3.4,MD,ONUR2017,,ONUR2017,1
bumelerze-013311,bml200900ao,2009-02-04T00:42:37.000Z,2009,38.5218,43.3924,16.4,2.6,MD,ONUR2017,13434251,ONUR2017,1
bumelerze-013312,bml200900ap,2009-02-04T00:50:41.000Z,2009,38.0683,38.2873,7.0,2.7,MD,ONUR2017,,ONUR2017,1
bumelerze-013313,bml200900aq,2009-02-04T12:03:45.134Z,2009,35.6486,46.2752,35.12,1.88,mb,KISC,395349-251095,KISC,2
bumelerze-013314,bml200900ar,2009-02-04T16:40:30.348Z,2009,35.6036,44.94,38.53,1.2,mb,KISC,395417-251103,KISC,2
bumelerze-013315,bml200900as,2009-02-04T22:42:42.832Z,2009,35.7878,45.0845,0.4,1.79,mb,KISC,395438-251112,KISC,2
bumelerze-013316,bml200900at,2009-02-05T00:16:50.000Z,2009,38.43,38.932,6.0,2.3,MD,ONUR2017,,ONUR2017,1
bumelerze-013317,bml200900au,2009-02-05T00:36:47.000Z,2009,38.381,38.9347,10.9,3.1,MD,ONUR2017,12855138,ONUR2017,1
bumelerze-013318,bml200900av,2009-02-05T00:44:46.000Z,2009,35.74,48.93,16.0,3.1,ML,ONUR2017,15955049,ONUR2017,1
bumelerze-013319,bml200900aw,2009-02-05T01:26:25.314Z,2009,36.5548,43.3687,12.29,2.12,mb,KISC,395488-251116,KISC,2
bumelerze-013320,bml200900ax,2009-02-05T03:10:32.646Z,2009,36.1686,45.361,7.26,1.25,mb,KISC,395493-251119,KISC,2
bumelerze-013321,bml200900ay,2009-02-05T03:29:03.757Z,2009,36.1112,45.1989,0.45,1.88,mb,KISC,395500-251120,KISC,2
bumelerze-013322,bml200900az,2009-02-05T04:30:38.173Z,2009,36.3163,46.0067,0.26,1.96,mb,KISC,547832-251122,KISC,2
bumelerze-013323,bml200900b0,2009-02-05T10:21:41.816Z,2009,35.008,43.9955,0.02,1.97,mb,KISC,399838-251140,KISC,2
bumelerze-013324,bml200900b1,2009-02-05T17:45:37.630Z,2009,35.8845,45.5682,7.35,1.63,mb,KISC,395669-251159,KISC,2
bumelerze-013325,bml200900b2,2009-02-05T23:44:45.325Z,2009,35.6691,49.0253,5.17,3.33,mb,KISC,395704-251171,KISC,2
bumelerze-013326,bml200900b3,2009-02-06T00:05:52.000Z,2009,38.2592,38.1268,7.0,2.6,MD,ONUR2017,15133128,ONUR2017,1
bumelerze-013327,bml200900b4,2009-02-06T00:08:15.000Z,2009,38.7638,39.9461,5.0,3.3,MD,ONUR2017,,ONUR2017,1
bumelerze-013328,bml200900b5,2009-02-06T00:27:37.000Z,2009,36.9219,38.778,7.2,2.9,MD,ONUR2017,13434332,ONUR2017,1
bumelerze-013329,bml200900b6,2009-02-06T03:52:32.363Z,2009,37.4733,44.9756,0.0,1.93,mb,KISC,399848-251182,KISC,2
bumelerze-013330,bml200900b7,2009-02-06T10:41:20.124Z,2009,35.4123,46.0659,0.0,2.1,mb,KISC,395785-251196,KISC,2
bumelerze-013331,bml200900b8,2009-02-06T14:54:53.323Z,2009,37.2206,44.1547,0.0,2.08,mb,KISC,395859-251210,KISC,2
bumelerze-013332,bml200900b9,2009-02-06T22:10:07.355Z,2009,34.7228,44.6549,0.04,2.11,mb,KISC,395930-251226,KISC,2
bumelerze-013333,bml200900ba,2009-02-07T00:05:41.000Z,2009,38.2843,38.1227,7.2,2.7,MD,ONUR2017,,ONUR2017,1
bumelerze-013334,bml200900bb,2009-02-07T00:16:10.000Z,2009,35.1248,40.45,9.9,3.5,ML,ONUR2017,12855141,ONUR2017,1
bumelerze-013335,bml200900bc,2009-02-07T00:31:09.000Z,2009,31.1906,48.4728,8.0,3.2,ML,ONUR2017,,ONUR2017,1
bumelerze-013336,bml200900bd,2009-02-07T00:33:55.000Z,2009,39.3067,43.8908,10.4,3.0,MD,ONUR2017,13434351,ONUR2017,1
bumelerze-013337,bml200900be,2009-02-07T00:34:14.000Z,2009,38.3647,38.9363,7.0,2.7,MD,ONUR2017,,ONUR2017,1
bumelerze-013338,bml200900bf,2009-02-07T00:37:30.000Z,2009,39.2444,43.8674,16.8,2.9,MD,ONUR2017,13434352,ONUR2017,1
bumelerze-013339,bml200900bg,2009-02-07T00:49:28.000Z,2009,35.65,49.83,18.0,2.6,ML,ONUR2017,,ONUR2017,1
bumelerze-013340,bml200900bh,2009-02-07T10:31:06.042Z,2009,31.0822,48.3403,11.32,3.62,mb,KISC,396358-251244,KISC,2
bumelerze-013341,bml200900bi,2009-02-07T17:07:44.985Z,2009,36.9043,43.7393,9.96,2.1,mb,KISC,396462-251276,KISC,2
bumelerze-013342,bml200900bj,2009-02-07T21:38:22.916Z,2009,36.1784,45.3491,10.98,1.19,mb,KISC,396525-251286,KISC,2
bumelerze-013343,bml200900bk,2009-02-07T23:16:08.040Z,2009,35.6141,40.1606,10.55,3.83,mb,KISC,396532-251290,KISC,2
bumelerze-013344,bml200900bl,2009-02-08T00:12:48.000Z,2009,38.5435,39.5226,14.0,2.8,MD,ONUR2017,13434391,ONUR2017,1
bumelerze-013345,bml200900bm,2009-02-08T00:13:42.000Z,2009,37.5751,50.1666,10.0,3.5,mb,ONUR2017,12791061,ONUR2017,1
bumelerze-013346,bml200900bn,2009-02-08T00:14:21.000Z,2009,37.3668,38.6048,15.0,2.5,ML,ONUR2017,,ONUR2017,1
bumelerze-013347,bml200900bo,2009-02-08T00:19:05.000Z,2009,37.427,38.85,10.0,2.5,MD,ONUR2017,,ONUR2017,1
bumelerze-013348,bml200900bp,2009-02-08T00:25:34.000Z,2009,39.3781,40.697,4.3,3.1,MD,ONUR2017,13434375,ONUR2017,1
bumelerze-013349,bml200900bq,2009-02-08T00:37:22.000Z,2009,37.648,38.817,7.0,2.6,MD,ONUR2017,12855147,ONUR2017,1
bumelerze-013350,bml200900br,2009-02-08T00:42:54.000Z,2009,35.1764,40.5444,5.3,3.5,mb,ONUR2017,12699762,ONUR2017,1
bumelerze-013351,bml200900bs,2009-02-08T00:45:18.000Z,2009,32.6369,49.915,2.0,2.6,ML,ONUR2017,,ONUR2017,1
bumelerze-013352,bml200900bt,2009-02-08T01:43:01.342Z,2009,35.3465,41.7001,0.09,4.07,mb,KISC,396598-251295,KISC,2
bumelerze-013353,bml200900bu,2009-02-08T04:10:52.328Z,2009,32.3778,47.1395,11.71,3.04,mb,KISC,396643-251298,KISC,2
bumelerze-013354,bml200900bv,2009-02-08T06:34:57.129Z,2009,35.1979,45.8514,20.0,2.33,mb,KISC,396667-251303,KISC,2
bumelerze-013355,bml200900bw,2009-02-08T06:39:57.318Z,2009,35.1991,45.8577,20.0,2.56,mb,KISC,396673-251302,KISC,2
bumelerze-013356,bml200900bx,2009-02-08T11:21:42.367Z,2009,36.918,45.1524,12.0,2.47,mb,KISC,396791-251325,KISC,2
bumelerze-013357,bml200900by,2009-02-08T19:24:31.854Z,2009,35.5641,46.2001,0.0,2.4,mb,KISC,396923-251371,KISC,2
bumelerze-013358,bml200900bz,2009-02-08T19:26:08.729Z,2009,35.5932,46.2873,7.22,2.33,mb,KISC,396926-251377,KISC,2
bumelerze-013359,bml200900c0,2009-02-08T19:27:16.822Z,2009,35.6084,46.3476,11.69,2.22,mb,KISC,396938-251374,KISC,2
bumelerze-013360,bml200900c1,2009-02-08T19:28:59.201Z,2009,35.368,45.0033,0.62,2.01,mb,KISC,396939-251375,KISC,2
bumelerze-013361,bml200900c2,2009-02-08T21:06:36.509Z,2009,36.2026,45.1747,36.15,1.38,mb,KISC,396944-251389,KISC,2
bumelerze-013362,bml200900c3,2009-02-08T22:08:57.864Z,2009,36.4301,45.3206,11.83,2.56,mb,KISC,396963-251402,KISC,2
bumelerze-013363,bml200900c4,2009-02-09T00:03:19.000Z,2009,32.2868,47.4931,19.6,2.9,ML,ONUR2017,,ONUR2017,1
bumelerze-013364,bml200900c5,2009-02-09T00:25:13.000Z,2009,38.7104,43.5082,13.9,3.2,MD,ONUR2017,13434411,ONUR2017,1
bumelerze-013365,bml200900c6,2009-02-09T00:33:46.000Z,2009,32.2689,48.5581,2.0,2.9,ML,ONUR2017,,"KISC,ONUR2017",3
bumelerze-013366,bml200900c7,2009-02-09T07:25:13.209Z,2009,38.8153,44.3963,0.05,3.1,mb,KISC,397074-251418,KISC,2
bumelerze-013367,bml200900c8,2009-02-09T08:11:06.383Z,2009,36.2497,45.4116,1.64,2.17,mb,KISC,397076-251423,KISC,2
bumelerze-013368,bml200900c9,2009-02-09T09:19:41.568Z,2009,36.5342,46.9067,39.34,2.11,mb,KISC,397079-251430,KISC,2
bumelerze-013369,bml200900ca,2009-02-09T20:38:39.393Z,2009,33.8321,48.5469,11.93,3.12,mb,KISC,397214-251457,KISC,2
bumelerze-013370,bml200900cb,2009-02-09T21:25:03.299Z,2009,32.6181,47.5022,36.61,3.02,mb,KISC,397248-251459,KISC,2
bumelerze-013371,bml200900cc,2009-02-09T22:42:20.976Z,2009,32.2559,48.3919,18.61,3.03,mb,KISC,397272-251461,KISC,2
bumelerze-013372,bml200900cd,2009-02-09T23:43:14.904Z,2009,34.6315,44.7696,0.05,2.14,mb,KISC,397282-251464,KISC,2
bumelerze-013373,bml200900ce,2009-02-10T00:25:26.000Z,2009,38.1287,41.3497,4.5,3.2,MD,ONUR2017,,ONUR2017,1
bumelerze-013374,bml200900cf,2009-02-10T00:30:26.000Z,2009,31.2397,48.4605,2.0,2.8,ML,ONUR2017,,ONUR2017,1
bumelerze-013375,bml200900cg,2009-02-10T17:00:39.109Z,2009,35.3468,45.6012,5.1,2.7,mb,KISC,397360-251491,KISC,2
bumelerze-013376,bml200900ch,2009-02-10T17:04:05.235Z,2009,35.2927,45.4169,11.68,1.79,mb,KISC,397365-251493,KISC,2
bumelerze-013377,bml200900ci,2009-02-10T17:05:23.569Z,2009,35.2954,45.4346,11.75,2.52,mb,KISC,397367-251492,KISC,2
bumelerze-013378,bml200900cj,2009-02-10T17:09:25.182Z,2009,35.2971,45.3655,11.9,3.17,mb,KISC,397380-251494,KISC,2
bumelerze-013379,bml200900ck,2009-02-10T17:27:45.277Z,2009,35.2906,45.4249,11.57,1.7,mb,KISC,397384-251495,KISC,2
bumelerze-013380,bml200900cl,2009-02-10T17:54:27.257Z,2009,36.1293,45.3538,0.43,1.45,mb,KISC,397396-251496,KISC,2
bumelerze-013381,bml200900cm,2009-02-10T20:57:22.220Z,2009,36.1562,45.4669,0.81,1.81,mb,KISC,397432-251500,KISC,2
bumelerze-013382,bml200900cn,2009-02-11T00:10:52.000Z,2009,38.4317,40.3759,10.2,2.8,MD,ONUR2017,13434461,ONUR2017,1
bumelerze-013383,bml200900co,2009-02-11T00:14:31.000Z,2009,38.7979,41.5323,5.3,3.2,MD,ONUR2017,13434470,ONUR2017,1
bumelerze-013384,bml200900cp,2009-02-11T00:43:51.000Z,2009,32.34,49.02,15.0,2.6,ML,ONUR2017,,ONUR2017,1
bumelerze-013385,bml200900cq,2009-02-11T00:47:55.000Z,2009,37.9842,38.3582,7.0,2.6,MD,ONUR2017,15133203,ONUR2017,1
bumelerze-013386,bml200900cr,2009-02-11T00:48:13.000Z,2009,36.3967,40.9961,2.2,3.1,Mw,ONUR2017,12855153,ONUR2017,1
bumelerze-013387,bml200900cs,2009-02-11T00:52:15.757Z,2009,32.575,49.3619,0.15,3.16,mb,KISC,397440-251505,KISC,2
bumelerze-013388,bml200900ct,2009-02-11T01:43:51.091Z,2009,32.4815,49.063,11.79,3.18,mb,KISC,397455-251507,KISC,2
bumelerze-013389,bml200900cu,2009-02-11T03:46:14.086Z,2009,35.2894,45.7649,0.23,1.67,mb,KISC,397484-251511,KISC,2
bumelerze-013390,bml200900cv,2009-02-11T06:45:08.997Z,2009,36.4001,45.3064,10.74,1.72,mb,KISC,397486-251517,KISC,2
bumelerze-013391,bml200900cw,2009-02-11T07:12:45.861Z,2009,35.1861,45.5676,6.44,2.27,mb,KISC,397498-251518,KISC,2
bumelerze-013392,bml200900cx,2009-02-11T09:10:55.114Z,2009,35.1346,44.882,0.13,1.79,mb,KISC,397574-251532,KISC,2
bumelerze-013393,bml200900cy,2009-02-11T09:19:24.014Z,2009,35.9224,45.3747,11.38,1.75,mb,KISC,397590-251533,KISC,2
bumelerze-013394,bml200900cz,2009-02-11T16:54:02.772Z,2009,34.3466,47.1306,11.7,2.29,mb,KISC,397640-251550,KISC,2
bumelerze-013395,bml200900d0,2009-02-11T18:28:56.543Z,2009,32.4566,47.6738,11.01,3.0,mb,KISC,399913-251565,KISC,2
bumelerze-013396,bml200900d1,2009-02-12T00:01:22.000Z,2009,38.5445,43.2697,6.9,2.7,MD,ONUR2017,13434536,ONUR2017,1
bumelerze-013397,bml200900d2,2009-02-12T00:37:54.000Z,2009,38.1367,38.2155,7.0,2.7,MD,ONUR2017,15133227,ONUR2017,1
bumelerze-013398,bml200900d3,2009-02-12T00:38:23.000Z,2009,37.446,38.6066,2.1,3.3,MD,ONUR2017,13434560,ONUR2017,1
bumelerze-013399,bml200900d4,2009-02-12T00:54:01.000Z,2009,38.4501,39.0602,0.0,2.6,MD,ONUR2017,15133214,ONUR2017,1
bumelerze-013400,bml200900d5,2009-02-12T00:54:54.000Z,2009,31.2442,49.8708,2.0,3.1,ML,ONUR2017,,ONUR2017,1
bumelerze-013401,bml200900d6,2009-02-12T07:33:05.229Z,2009,36.1283,45.3585,37.44,1.78,mb,KISC,397882-251717,KISC,2
bumelerze-013402,bml200900d7,2009-02-12T11:04:20.288Z,2009,34.3912,47.7822,0.0,2.93,mb,KISC,397896-251746,KISC,2
bumelerze-013403,bml200900d8,2009-02-12T19:38:19.864Z,2009,38.4471,38.7604,24.83,3.64,mb,KISC,397950-251796,KISC,2
bumelerze-013404,bml200900d9,2009-02-12T21:31:17.924Z,2009,35.8686,44.3786,11.9,1.83,mb,KISC,397965-251805,KISC,2
bumelerze-013405,bml200900da,2009-02-12T23:44:02.723Z,2009,36.9617,44.4613,0.35,2.13,mb,KISC,397968-251811,KISC,2
bumelerze-013406,bml200900db,2009-02-13T00:00:19.000Z,2009,39.479,38.529,18.0,2.5,MD,ONUR2017,,ONUR2017,1
bumelerze-013407,bml200900dc,2009-02-13T00:30:02.000Z,2009,32.4114,47.3892,5.0,3.0,ML,ONUR2017,,ONUR2017,1
bumelerze-013408,bml200900dd,2009-02-13T00:50:32.000Z,2009,37.5201,38.6247,8.7,2.7,MD,ONUR2017,13434573,ONUR2017,1
bumelerze-013409,bml200900de,2009-02-13T02:26:00.396Z,2009,35.8899,44.3697,11.78,2.47,mb,KISC,397990-251821,KISC,2
bumelerze-013410,bml200900df,2009-02-13T02:35:32.336Z,2009,32.9148,44.8339,0.02,3.72,mb,KISC,398005-251822,KISC,2
bumelerze-013411,bml200900dg,2009-02-13T04:00:15.547Z,2009,38.2758,46.1275,11.85,3.13,mb,KISC,398035-251828,KISC,2
bumelerze-013412,bml200900dh,2009-02-13T05:34:18.991Z,2009,35.3312,46.0945,0.2,2.29,mb,KISC,398037-251831,KISC,2
bumelerze-013413,bml200900di,2009-02-13T13:34:50.238Z,2009,35.7766,45.877,0.11,1.95,mb,KISC,398059-251898,KISC,2
bumelerze-013414,bml200900dj,2009-02-13T17:36:40.022Z,2009,35.996,45.0762,11.08,1.87,mb,KISC,398102-251917,KISC,2
bumelerze-013415,bml200900dk,2009-02-13T18:08:46.278Z,2009,34.8348,46.0962,0.0,2.29,mb,KISC,398109-251919,KISC,2
bumelerze-013416,bml200900dl,2009-02-13T19:54:29.872Z,2009,35.9099,44.3792,7.02,2.16,mb,KISC,398111-251923,KISC,2
bumelerze-013417,bml200900dm,2009-02-13T22:30:00.123Z,2009,32.3681,47.3114,21.18,3.59,mb,KISC,398124-251926,KISC,2
bumelerze-013418,bml200900dn,2009-02-14T00:04:52.000Z,2009,39.2054,41.4865,2.0,2.9,MD,ONUR2017,,ONUR2017,1
bumelerze-013419,bml200900do,2009-02-14T00:16:47.000Z,2009,39.3614,38.3339,8.5,2.6,MD,ONUR2017,13434628,ONUR2017,1
bumelerze-013420,bml200900dp,2009-02-14T00:18:52.000Z,2009,38.3258,38.1318,6.9,2.5,MD,ONUR2017,,ONUR2017,1
bumelerze-013421,bml200900dq,2009-02-14T00:24:41.000Z,2009,32.2229,47.4308,2.0,3.1,ML,ONUR2017,,ONUR2017,1
bumelerze-013422,bml200900dr,2009-02-14T00:24:50.692Z,2009,36.6557,45.0062,0.0,2.07,mb,KISC,398128-251931,KISC,2
bumelerze-013423,bml200900ds,2009-02-14T00:33:34.000Z,2009,38.4525,39.2572,19.3,2.0,MD,ONUR2017,,ONUR2017,1
bumelerze-013424,bml200900dt,2009-02-14T00:44:47.000Z,2009,37.4942,38.5778,7.5,3.5,MD,ONUR2017,12855158,ONUR2017,1
bumelerze-013425,bml200900du,2009-02-14T00:49:42.000Z,2009,37.5597,39.2484,14.5,3.5,MD,ONUR2017,13434634,ONUR2017,1
bumelerze-013426,bml200900dv,2009-02-14T04:24:40.319Z,2009,32.297,47.3917,30.77,3.45,mb,KISC,398188-251967,KISC,2
bumelerze-013427,bml200900dw,2009-02-14T17:31:34.884Z,2009,35.7579,49.0116,6.56,3.63,mb,KISC,398258-252010,KISC,2
bumelerze-013428,bml200900dx,2009-02-14T17:56:39.190Z,2009,35.3183,45.2992,11.85,2.24,mb,KISC,398265-252011,KISC,2
bumelerze-013429,bml200900dy,2009-02-14T20:36:15.498Z,2009,35.3049,45.3004,7.4,1.76,mb,KISC,398272-252015,KISC,2
bumelerze-013430,bml200900dz,2009-02-15T00:06:49.000Z,2009,37.4679,38.568,9.3,3.5,MD,ONUR2017,13434648,ONUR2017,1
bumelerze-013431,bml200900e0,2009-02-15T00:07:48.000Z,2009,37.4934,38.58,0.7,3.6,MD,ONUR2017,13434649,ONUR2017,1
bumelerze-013432,bml200900e1,2009-02-15T00:10:21.000Z,2009,39.0613,41.7859,0.0,3.3,MD,ONUR2017,13434662,ONUR2017,1
bumelerze-013433,bml200900e2,2009-02-15T00:24:12.000Z,2009,39.1962,40.7929,2.0,2.6,MD,ONUR2017,,ONUR2017,1
bumelerze-013434,bml200900e3,2009-02-15T00:30:49.000Z,2009,38.723,39.367,22.0,2.7,MD,ONUR2017,,ONUR2017,1
bumelerze-013435,bml200900e4,2009-02-15T00:36:03.000Z,2009,37.4659,38.6023,6.6,3.6,MD,ONUR2017,12855160,"KISC,ONUR2017",3
bumelerze-013436,bml200900e5,2009-02-15T00:37:31.000Z,2009,37.8356,38.2976,11.8,3.0,MD,ONUR2017,15133294,ONUR2017,1
bumelerze-013437,bml200900e6,2009-02-15T00:50:02.000Z,2009,37.3059,38.5895,20.0,2.8,MD,ONUR2017,,ONUR2017,1
bumelerze-013438,bml200900e7,2009-02-15T01:03:25.542Z,2009,36.2251,45.0629,0.77,1.87,mb,KISC,398308-252025,KISC,2
bumelerze-013439,bml200900e8,2009-02-15T01:07:46.911Z,2009,37.8771,38.4606,10.32,3.38,mb,KISC,398314-252026,KISC,2
bumelerze-013440,bml200900e9,2009-02-15T01:34:14.976Z,2009,36.0966,45.3268,7.49,1.79,mb,KISC,398315-252028,KISC,2
bumelerze-013441,bml200900ea,2009-02-15T20:11:38.143Z,2009,35.1221,45.3754,11.91,2.37,mb,KISC,398503-255411,KISC,2
bumelerze-013442,bml200900eb,2009-02-16T00:52:08.000Z,2009,39.4844,39.9714,5.4,2.6,MD,ONUR2017,13434677,ONUR2017,1
bumelerze-013443,bml200900ec,2009-02-16T18:44:04.575Z,2009,35.0393,43.186,11.84,2.25,mb,KISC,398683-252114,KISC,2
