id,bumelerze_id,time,year,lat,lon,depth_km,mag,mag_type,source_catalog,source_id,contributing_sources,merged_count
bumelerze-004880,bml20030029,2003-03-24T00:43:56.000Z,2003,37.3769,42.7368,10.0,3.6,MD,ONUR2017,6620514,ONUR2017,1
bumelerze-004881,bml2003002a,2003-04-02T00:55:40.000Z,2003,37.985,38.1986,5.0,4.24,Mw,ONUR2017,6685968,ONUR2017,1
bumelerze-004882,bml2003002b,2003-04-02T20:55:40.000Z,2003,37.99,38.17,8.0,4.4,Mw,EMME,26751,EMME,1
bumelerze-004883,bml2003002c,2003-04-08T00:07:15.000Z,2003,37.548,42.6097,0.0,3.72,Mw,ONUR2017,,ONUR2017,1
bumelerze-004884,bml2003002d,2003-04-08T00:07:22.000Z,2003,38.9641,42.5057,10.0,3.68,Mw,ONUR2017,6689117,ONUR2017,1
bumelerze-004885,bml2003002e,2003-04-08T00:48:16.000Z,2003,32.8998,47.9723,48.5,4.5,Mw,ONUR2017,6689273,ONUR2017,1
bumelerze-004886,bml2003002f,2003-04-08T04:07:22.000Z,2003,38.96,42.51,10.0,4.13,Mw,EMME,26762,EMME,1
bumelerze-004887,bml2003002g,2003-04-08T11:48:16.000Z,2003,32.9,47.97,49.0,4.5,Mw,EMME,26763,"EMME,USGS",2
bumelerze-004888,bml2003002h,2003-04-11T00:54:35.000Z,2003,38.0861,44.617,36.6,4.15,Mw,ONUR2017,6690969,ONUR2017,1
bumelerze-004889,bml2003002i,2003-04-11T08:54:35.000Z,2003,38.09,44.62,36.6,4.15,Mw,EMME,26774,EMME,1
bumelerze-004890,bml2003002j,2003-04-13T00:48:02.000Z,2003,36.6036,38.1262,5.0,3.7,MD,ONUR2017,6692544,ONUR2017,1
bumelerze-004891,bml2003002k,2003-04-15T00:02:53.000Z,2003,35.3198,43.8609,0.0,3.85,Mw,ONUR2017,6693770,ONUR2017,1
bumelerze-004892,bml2003002l,2003-04-15T00:53:44.000Z,2003,35.851,44.9973,68.9,3.92,Mw,ONUR2017,6693629,ONUR2017,1
bumelerze-004893,bml2003002m,2003-04-15T08:53:44.000Z,2003,35.85,45.0,68.9,3.97,Mw,EMME,26781,EMME,1
bumelerze-004894,bml2003002n,2003-04-16T00:42:18.000Z,2003,37.4788,38.5626,9.0,3.6,MD,ONUR2017,6694379,ONUR2017,1
bumelerze-004895,bml2003002o,2003-04-18T00:36:19.000Z,2003,37.4026,38.7511,9.0,3.5,MD,ONUR2017,6695412,ONUR2017,1
bumelerze-004896,bml2003002p,2003-04-18T00:37:31.000Z,2003,38.9813,41.7212,2.0,3.6,MD,ONUR2017,6695380,ONUR2017,1
bumelerze-004897,bml2003002q,2003-04-19T06:44:45.000Z,2003,38.6,45.4,0.0,4.16,Mw,EMME,26791,EMME,1
bumelerze-004898,bml2003002r,2003-04-25T00:34:02.000Z,2003,38.6626,43.0006,3.0,3.6,MD,ONUR2017,6699360,ONUR2017,1
bumelerze-004899,bml2003002s,2003-04-25T00:43:59.000Z,2003,38.7239,43.0848,2.7,3.94,Mw,ONUR2017,6699340,"EMME,ONUR2017",3
bumelerze-004900,bml2003002t,2003-04-25T01:34:01.000Z,2003,38.64,42.9,5.0,4.3,Mw,EMME,26805,EMME,1
bumelerze-004901,bml2003002u,2003-04-25T04:44:00.000Z,2003,38.37,43.5,13.0,4.43,Mw,EMME,26806,EMME,1
bumelerze-004902,bml2003002v,2003-04-26T12:45:44.000Z,2003,39.2,45.8,0.0,4.16,Mw,EMME,26810,EMME,1
bumelerze-004903,bml2003002w,2003-05-01T00:01:35.000Z,2003,38.9587,40.4243,8.8,3.6,MD,ONUR2017,6832167,ONUR2017,1
bumelerze-004904,bml2003002x,2003-05-01T00:10:33.000Z,2003,38.9849,40.5665,6.7,3.6,MD,ONUR2017,6832640,ONUR2017,1
bumelerze-004905,bml2003002y,2003-05-01T00:14:24.000Z,2003,38.8214,40.4938,6.2,3.5,MD,ONUR2017,6832174,ONUR2017,2
bumelerze-004906,bml2003002z,2003-05-01T00:16:16.000Z,2003,38.9482,40.4564,1.0,3.8,MD,ONUR2017,6832615,ONUR2017,1
bumelerze-004907,bml20030030,2003-05-01T00:21:19.000Z,2003,38.8967,40.5505,10.0,3.5,MD,ONUR2017,6832180,ONUR2017,1
bumelerze-004908,bml20030031,2003-05-01T00:27:07.450Z,2003,38.952,40.395,15.0,6.33,Mw,ISCGEM,6832154,"EMME,ISCGEM,ONUR2017",3
bumelerze-004909,bml20030032,2003-05-01T00:27:16.000Z,2003,37.8977,41.0428,0.0,6.03,Mw,ONUR2017,,ONUR2017,1
bumelerze-004910,bml20030033,2003-05-01T00:31:26.000Z,2003,39.13,40.4744,3.0,3.86,Mw,ONUR2017,6832189,ONUR2017,1
bumelerze-004911,bml20030034,2003-05-01T00:31:45.000Z,2003,39.0256,40.3941,5.3,3.82,Mw,ONUR2017,6832415,ONUR2017,1
bumelerze-004912,bml20030035,2003-05-01T00:34:43.000Z,2003,39.1852,40.3359,5.4,4.07,Mw,ONUR2017,6832335,ONUR2017,1
bumelerze-004913,bml20030036,2003-05-01T00:35:53.000Z,2003,38.8692,40.5427,9.1,4.08,Mw,ONUR2017,6832393,ONUR2017,1
bumelerze-004914,bml20030037,2003-05-01T00:40:28.000Z,2003,38.8707,40.5336,10.6,3.5,MD,ONUR2017,6832656,ONUR2017,1
bumelerze-004915,bml20030038,2003-05-01T00:40:58.000Z,2003,38.8944,40.518,5.0,3.6,MD,ONUR2017,6832370,ONUR2017,2
bumelerze-004916,bml20030039,2003-05-01T00:41:59.000Z,2003,39.0234,40.4163,7.6,3.9,mb,ONUR2017,6832160,"EMME,ONUR2017",2
bumelerze-004917,bml2003003a,2003-05-01T00:46:58.000Z,2003,38.9542,40.472,12.6,3.5,MD,ONUR2017,6832292,ONUR2017,1
bumelerze-004918,bml2003003b,2003-05-01T00:48:31.000Z,2003,38.9953,40.4833,6.5,3.7,MD,ONUR2017,6832195,ONUR2017,1
bumelerze-004919,bml2003003c,2003-05-01T00:51:41.000Z,2003,39.0109,40.5943,10.0,3.6,MD,ONUR2017,6832459,ONUR2017,1
bumelerze-004920,bml2003003d,2003-05-01T00:53:39.000Z,2003,38.9818,40.4671,11.0,3.5,MD,ONUR2017,6832345,ONUR2017,1
bumelerze-004921,bml2003003e,2003-05-01T00:57:52.000Z,2003,38.9502,40.551,7.4,3.5,mb,ONUR2017,6832198,ONUR2017,1
bumelerze-004922,bml2003003f,2003-05-01T00:58:35.000Z,2003,38.9643,40.553,5.6,3.5,MD,ONUR2017,6832593,ONUR2017,1
bumelerze-004923,bml2003003g,2003-05-01T01:31:26.000Z,2003,39.13,40.47,0.0,4.06,Mw,EMME,26817,EMME,1
bumelerze-004924,bml2003003h,2003-05-01T06:34:45.000Z,2003,39.07,40.26,5.0,4.3,Mw,EMME,26818,EMME,1
bumelerze-004925,bml2003003i,2003-05-01T09:35:52.000Z,2003,38.97,40.52,11.0,4.4,Mw,EMME,26819,EMME,1
bumelerze-004926,bml2003003j,2003-05-02T00:01:13.000Z,2003,38.9349,40.5803,7.5,3.7,MD,ONUR2017,6832782,ONUR2017,1
bumelerze-004927,bml2003003k,2003-05-02T00:01:56.000Z,2003,39.0157,40.4957,6.0,4.0,MD,ONUR2017,6832858,ONUR2017,1
bumelerze-004928,bml2003003l,2003-05-02T00:09:19.000Z,2003,39.0337,40.5322,14.4,3.7,MD,ONUR2017,6833122,ONUR2017,1
bumelerze-004929,bml2003003m,2003-05-02T00:09:59.000Z,2003,37.5605,49.2464,75.9,3.8,mb,ONUR2017,6832966,ONUR2017,1
bumelerze-004930,bml2003003n,2003-05-02T00:12:47.000Z,2003,38.9016,40.6033,2.4,3.6,MD,ONUR2017,6832943,ONUR2017,1
bumelerze-004931,bml2003003o,2003-05-02T00:18:19.000Z,2003,38.9346,40.5365,3.2,3.8,MD,ONUR2017,6833369,ONUR2017,1
bumelerze-004932,bml2003003p,2003-05-02T00:22:15.000Z,2003,38.9642,40.4301,7.0,3.9,MD,ONUR2017,6832790,ONUR2017,1
bumelerze-004933,bml2003003q,2003-05-02T00:24:58.000Z,2003,39.4036,39.7888,14.0,3.6,MD,ONUR2017,6833255,ONUR2017,1
bumelerze-004934,bml2003003r,2003-05-02T00:31:31.000Z,2003,38.9191,40.4626,12.2,3.5,MD,ONUR2017,6833159,ONUR2017,1
bumelerze-004935,bml2003003s,2003-05-02T00:32:02.000Z,2003,38.9197,40.5822,12.0,3.5,MD,ONUR2017,6833312,ONUR2017,1
bumelerze-004936,bml2003003t,2003-05-02T00:36:03.000Z,2003,38.939,40.7019,5.9,3.6,MD,ONUR2017,6832796,ONUR2017,1
bumelerze-004937,bml2003003u,2003-05-02T00:45:15.000Z,2003,38.9245,40.5613,5.0,3.7,MD,ONUR2017,6832823,ONUR2017,1
bumelerze-004938,bml2003003v,2003-05-02T00:48:06.000Z,2003,38.9948,40.4815,5.8,3.5,MD,ONUR2017,6833439,ONUR2017,1
bumelerze-004939,bml2003003w,2003-05-02T00:52:03.000Z,2003,38.9876,40.5844,10.0,3.9,MD,ONUR2017,6832878,ONUR2017,1
bumelerze-004940,bml2003003x,2003-05-02T00:55:31.000Z,2003,38.1247,41.2057,6.0,3.6,MD,ONUR2017,6832829,ONUR2017,1
bumelerze-004941,bml2003003y,2003-05-02T00:56:35.000Z,2003,38.9099,40.5643,10.3,3.6,MD,ONUR2017,6833442,ONUR2017,1
bumelerze-004942,bml2003003z,2003-05-02T00:59:17.000Z,2003,39.4113,39.6976,9.4,3.5,MD,ONUR2017,6833249,ONUR2017,1
bumelerze-004943,bml20030040,2003-05-02T08:09:59.000Z,2003,37.56,49.25,76.0,4.15,Mw,EMME,26820,EMME,1
bumelerze-004944,bml20030041,2003-05-03T00:02:20.000Z,2003,38.9381,40.4256,7.3,3.5,MD,ONUR2017,6833480,ONUR2017,1
bumelerze-004945,bml20030042,2003-05-03T00:06:32.000Z,2003,38.952,40.4623,9.4,3.6,MD,ONUR2017,6833484,ONUR2017,1
bumelerze-004946,bml20030043,2003-05-03T00:08:29.000Z,2003,39.0925,40.3783,1.0,3.6,MD,ONUR2017,6833954,ONUR2017,1
bumelerze-004947,bml20030044,2003-05-03T00:08:48.000Z,2003,38.9825,40.501,11.7,3.5,MD,ONUR2017,6833571,ONUR2017,1
bumelerze-004948,bml20030045,2003-05-03T00:12:13.000Z,2003,39.1119,40.5773,10.5,3.7,MD,ONUR2017,6833544,ONUR2017,1
bumelerze-004949,bml20030046,2003-05-03T00:14:57.000Z,2003,39.1374,40.4158,9.0,3.5,MD,ONUR2017,6833492,ONUR2017,1
bumelerze-004950,bml20030047,2003-05-03T00:15:51.000Z,2003,39.0168,40.5752,6.0,3.8,MD,ONUR2017,6833446,ONUR2017,1
bumelerze-004951,bml20030048,2003-05-03T00:18:22.000Z,2003,38.8855,40.5201,3.0,3.5,MD,ONUR2017,6833714,ONUR2017,1
bumelerze-004952,bml20030049,2003-05-03T00:19:05.000Z,2003,38.9533,40.4568,7.9,3.5,MD,ONUR2017,6834164,ONUR2017,1
bumelerze-004953,bml2003004a,2003-05-03T00:19:53.000Z,2003,39.0101,40.4672,9.2,3.5,MD,ONUR2017,6833497,ONUR2017,1
bumelerze-004954,bml2003004b,2003-05-03T00:23:51.000Z,2003,38.9356,40.6034,10.1,3.6,MD,ONUR2017,6833449,ONUR2017,1
bumelerze-004955,bml2003004c,2003-05-03T00:26:47.000Z,2003,38.8315,40.5733,10.0,4.2,Mw,ONUR2017,6833451,"EMME,ONUR2017",2
bumelerze-004956,bml2003004d,2003-05-03T00:30:38.000Z,2003,38.4818,39.9635,7.0,3.5,MD,ONUR2017,6833583,ONUR2017,1
bumelerze-004957,bml2003004e,2003-05-03T00:31:55.000Z,2003,38.9295,40.5924,5.4,3.6,MD,ONUR2017,6833966,ONUR2017,1
bumelerze-004958,bml2003004f,2003-05-03T00:37:02.000Z,2003,38.9112,40.5963,5.0,3.9,MD,ONUR2017,6834188,ONUR2017,1
bumelerze-004959,bml2003004g,2003-05-03T00:46:32.000Z,2003,39.142,40.378,2.0,3.6,MD,ONUR2017,6833470,ONUR2017,2
bumelerze-004960,bml2003004h,2003-05-03T00:51:04.000Z,2003,39.0052,40.5437,3.0,3.9,MD,ONUR2017,6833977,ONUR2017,1
bumelerze-004961,bml2003004i,2003-05-03T00:52:10.000Z,2003,39.014,40.4903,9.0,3.6,MD,ONUR2017,6834122,ONUR2017,1
bumelerze-004962,bml2003004j,2003-05-04T00:09:58.000Z,2003,39.0461,40.4669,8.0,4.36,Mw,ONUR2017,6834267,ONUR2017,1
bumelerze-004963,bml2003004k,2003-05-04T00:15:27.000Z,2003,39.0616,40.4361,3.0,3.7,MD,ONUR2017,6834200,ONUR2017,1
bumelerze-004964,bml2003004l,2003-05-04T00:17:06.000Z,2003,38.9811,40.4976,8.0,3.5,MD,ONUR2017,6834299,ONUR2017,1
bumelerze-004965,bml2003004m,2003-05-04T00:19:40.000Z,2003,38.9413,40.5314,8.9,3.5,MD,ONUR2017,6834301,ONUR2017,1
bumelerze-004966,bml2003004n,2003-05-04T00:21:12.000Z,2003,39.0041,40.473,4.0,3.6,MD,ONUR2017,6834872,ONUR2017,1
bumelerze-004967,bml2003004o,2003-05-04T00:30:10.000Z,2003,38.862,40.5031,8.4,3.8,MD,ONUR2017,6834552,ONUR2017,1
bumelerze-004968,bml2003004p,2003-05-04T00:30:51.000Z,2003,38.9148,40.5904,10.0,3.6,MD,ONUR2017,6834817,ONUR2017,1
bumelerze-004969,bml2003004q,2003-05-04T00:37:21.000Z,2003,39.0004,40.5667,7.8,3.7,MD,ONUR2017,6834252,ONUR2017,1
bumelerze-004970,bml2003004r,2003-05-04T00:38:37.000Z,2003,39.4672,49.253,0.0,3.6,mb,ONUR2017,6834696,ONUR2017,1
bumelerze-004971,bml2003004s,2003-05-04T00:40:54.000Z,2003,38.9598,40.4074,10.9,3.6,MD,ONUR2017,6834385,ONUR2017,1
bumelerze-004972,bml2003004t,2003-05-04T00:42:04.000Z,2003,38.9949,40.4435,10.8,3.9,MD,ONUR2017,6834216,ONUR2017,1
bumelerze-004973,bml2003004u,2003-05-04T00:46:18.000Z,2003,39.0376,40.4657,10.0,4.11,Mw,ONUR2017,6834360,ONUR2017,1
bumelerze-004974,bml2003004v,2003-05-04T00:53:07.000Z,2003,39.0394,40.4732,1.0,3.6,MD,ONUR2017,6834322,ONUR2017,1
bumelerze-004975,bml2003004w,2003-05-04T02:09:57.000Z,2003,39.03,40.38,10.0,4.7,Mw,EMME,26830,EMME,1
bumelerze-004976,bml2003004x,2003-05-04T05:46:17.000Z,2003,39.02,40.39,10.0,4.4,Mw,EMME,26831,EMME,1
bumelerze-004977,bml2003004y,2003-05-04T17:38:37.000Z,2003,39.47,49.25,0.0,3.97,Mw,EMME,26833,EMME,1
bumelerze-004978,bml2003004z,2003-05-05T00:05:29.000Z,2003,38.9616,40.5204,10.0,4.24,Mw,ONUR2017,6835052,ONUR2017,1
bumelerze-004979,bml20030050,2003-05-05T00:12:32.000Z,2003,38.9537,40.4979,1.0,3.5,MD,ONUR2017,6835635,ONUR2017,1
bumelerze-004980,bml20030051,2003-05-05T00:21:03.000Z,2003,38.9581,40.5286,8.2,3.8,MD,ONUR2017,6834913,ONUR2017,1
bumelerze-004981,bml20030052,2003-05-05T00:56:33.000Z,2003,39.0352,40.4973,10.0,4.2,MD,ONUR2017,6834929,"EMME,ONUR2017",2
bumelerze-004982,bml20030053,2003-05-05T00:57:05.000Z,2003,38.9958,40.5511,10.0,3.6,MD,ONUR2017,6835214,ONUR2017,1
bumelerze-004983,bml20030054,2003-05-05T06:05:27.000Z,2003,39.01,40.46,10.0,4.3,Mw,EMME,26835,EMME,1
bumelerze-004984,bml20030055,2003-05-06T00:02:58.000Z,2003,38.8485,40.3868,7.0,3.5,MD,ONUR2017,6835903,ONUR2017,1
bumelerze-004985,bml20030056,2003-05-06T00:14:46.000Z,2003,38.8993,40.4755,7.6,3.6,MD,ONUR2017,6835912,ONUR2017,1
bumelerze-004986,bml20030057,2003-05-06T00:42:01.000Z,2003,38.3502,39.2773,10.0,3.5,MD,ONUR2017,6836005,ONUR2017,1
bumelerze-004987,bml20030058,2003-05-06T00:54:48.000Z,2003,39.0423,40.4126,10.0,3.6,MD,ONUR2017,6835696,ONUR2017,1
bumelerze-004988,bml20030059,2003-05-07T00:06:08.000Z,2003,38.9753,40.4001,9.2,3.5,MD,ONUR2017,6836793,ONUR2017,1
bumelerze-004989,bml2003005a,2003-05-07T00:06:53.000Z,2003,39.0497,40.427,9.0,3.5,MD,ONUR2017,6836519,ONUR2017,1
bumelerze-004990,bml2003005b,2003-05-07T00:08:10.000Z,2003,38.9826,40.4341,11.6,3.5,MD,ONUR2017,6836729,ONUR2017,1
bumelerze-004991,bml2003005c,2003-05-07T00:09:42.000Z,2003,39.001,40.9305,10.0,3.5,MD,ONUR2017,6836577,ONUR2017,1
bumelerze-004992,bml2003005d,2003-05-07T00:21:49.000Z,2003,38.9686,40.5427,7.8,3.7,MD,ONUR2017,6836657,ONUR2017,1
bumelerze-004993,bml2003005e,2003-05-07T00:52:53.000Z,2003,38.993,40.45,10.0,3.6,MD,ONUR2017,6836309,ONUR2017,1
bumelerze-004994,bml2003005f,2003-05-07T00:56:03.000Z,2003,38.8663,40.4705,14.6,3.6,MD,ONUR2017,6836832,ONUR2017,1
bumelerze-004995,bml2003005g,2003-05-08T00:44:20.000Z,2003,39.0132,40.5179,8.6,4.9,Mw,ONUR2017,6836923,ONUR2017,1
bumelerze-004996,bml2003005h,2003-05-08T01:44:19.000Z,2003,39.07,40.34,10.0,4.8,Mw,EMME,26839,EMME,1
bumelerze-004997,bml2003005i,2003-05-09T00:28:38.000Z,2003,39.0494,40.4626,10.0,3.9,MD,ONUR2017,6837486,ONUR2017,1
bumelerze-004998,bml2003005j,2003-05-09T00:34:58.000Z,2003,39.0953,40.4874,10.0,3.7,MD,ONUR2017,6837670,ONUR2017,1
bumelerze-004999,bml2003005k,2003-05-10T00:28:20.000Z,2003,38.9987,40.5046,13.8,3.8,MD,ONUR2017,6838568,ONUR2017,1
bumelerze-005000,bml2003005l,2003-05-10T00:41:42.000Z,2003,39.0262,40.4666,10.0,4.0,Mw,ONUR2017,6838845,ONUR2017,1
bumelerze-005001,bml2003005m,2003-05-10T00:44:52.000Z,2003,39.0696,40.41,10.0,4.8,Mw,ONUR2017,6838545,ONUR2017,1
bumelerze-005002,bml2003005n,2003-05-10T15:44:50.000Z,2003,39.06,40.33,10.0,4.8,Mw,EMME,26857,EMME,1
bumelerze-005003,bml2003005o,2003-05-10T23:41:41.000Z,2003,39.06,40.41,10.0,4.3,Mw,EMME,26859,EMME,1
bumelerze-005004,bml2003005p,2003-05-11T00:05:40.000Z,2003,39.0162,40.4525,10.0,3.8,MD,ONUR2017,6838861,ONUR2017,1
bumelerze-005005,bml2003005q,2003-05-11T00:10:56.000Z,2003,39.0422,40.4301,8.5,4.07,Mw,ONUR2017,6839127,ONUR2017,1
bumelerze-005006,bml2003005r,2003-05-11T00:17:51.000Z,2003,38.4921,40.8502,12.0,3.5,MD,ONUR2017,6839075,ONUR2017,1
bumelerze-005007,bml2003005s,2003-05-11T00:44:14.000Z,2003,38.9586,40.5009,8.5,3.7,MD,ONUR2017,6839192,ONUR2017,2
bumelerze-005008,bml2003005t,2003-05-11T00:55:16.000Z,2003,38.9989,40.5224,7.0,3.6,MD,ONUR2017,6839522,ONUR2017,1
bumelerze-005009,bml2003005u,2003-05-11T23:44:00.000Z,2003,39.09,40.4,2.0,4.3,Mw,EMME,26862,EMME,2
bumelerze-005010,bml2003005v,2003-05-12T00:01:21.000Z,2003,38.9912,40.5381,10.0,3.87,Mw,ONUR2017,6839658,ONUR2017,1
bumelerze-005011,bml2003005w,2003-05-12T00:10:11.000Z,2003,38.9436,40.5201,10.0,4.22,Mw,ONUR2017,6839637,ONUR2017,1
bumelerze-005012,bml2003005x,2003-05-12T00:15:09.000Z,2003,38.9817,40.3834,1.2,3.5,MD,ONUR2017,6839529,ONUR2017,1
bumelerze-005013,bml2003005y,2003-05-12T00:55:23.000Z,2003,39.0447,40.7056,6.0,3.7,MD,ONUR2017,6839540,ONUR2017,1
bumelerze-005014,bml2003005z,2003-05-12T04:10:10.000Z,2003,39.0,40.43,10.0,4.6,Mw,EMME,26864,EMME,1
bumelerze-005015,bml20030060,2003-05-12T05:01:19.000Z,2003,39.03,40.48,1.0,4.4,Mw,EMME,26866,EMME,1
bumelerze-005016,bml20030061,2003-05-15T00:06:27.000Z,2003,38.888,40.5138,3.0,3.6,Mw,ONUR2017,6841473,ONUR2017,1
bumelerze-005017,bml20030062,2003-05-15T00:15:32.000Z,2003,38.9117,40.6711,8.0,3.5,MD,ONUR2017,6841677,ONUR2017,1
bumelerze-005018,bml20030063,2003-05-15T00:41:10.000Z,2003,39.0298,40.5346,8.5,3.5,MD,ONUR2017,6841692,ONUR2017,1
bumelerze-005019,bml20030064,2003-05-15T00:46:48.000Z,2003,39.1717,40.1712,60.3,3.8,MD,ONUR2017,6841742,ONUR2017,1
bumelerze-005020,bml20030065,2003-05-16T00:08:39.000Z,2003,38.9551,40.5029,10.0,3.9,MD,ONUR2017,6842005,ONUR2017,1
bumelerze-005021,bml20030066,2003-05-16T00:23:49.000Z,2003,39.0106,40.516,6.4,3.7,MD,ONUR2017,6842198,ONUR2017,1
bumelerze-005022,bml20030067,2003-05-16T00:42:19.000Z,2003,39.057,40.481,4.0,3.6,MD,ONUR2017,,ONUR2017,2
bumelerze-005023,bml20030068,2003-05-16T00:46:05.000Z,2003,39.0465,40.5019,2.3,4.32,Mw,ONUR2017,6842159,ONUR2017,1
bumelerze-005024,bml20030069,2003-05-16T11:46:49.000Z,2003,39.04,40.41,10.0,4.7,Mw,EMME,26874,EMME,1
bumelerze-005025,bml2003006a,2003-05-17T00:00:12.000Z,2003,38.9784,40.5378,7.0,3.6,MD,ONUR2017,6842587,ONUR2017,1
bumelerze-005026,bml2003006b,2003-05-17T00:11:22.000Z,2003,39.051,40.35,5.0,3.5,MD,ONUR2017,6842639,ONUR2017,1
bumelerze-005027,bml2003006c,2003-05-17T00:17:38.000Z,2003,39.038,40.5312,10.0,3.5,MD,ONUR2017,6843114,ONUR2017,1
bumelerze-005028,bml2003006d,2003-05-18T00:53:26.000Z,2003,39.0585,40.5379,9.0,3.6,MD,ONUR2017,6843383,ONUR2017,1
bumelerze-005029,bml2003006e,2003-05-19T00:32:12.000Z,2003,39.015,40.4358,8.0,3.5,MD,ONUR2017,6844448,ONUR2017,1
bumelerze-005030,bml2003006f,2003-05-19T00:42:01.000Z,2003,39.0233,40.5061,10.0,4.0,MD,ONUR2017,6844532,ONUR2017,1
bumelerze-005031,bml2003006g,2003-05-19T00:45:51.000Z,2003,38.9464,40.4954,10.0,4.2,MD,ONUR2017,6844458,ONUR2017,1
bumelerze-005032,bml2003006h,2003-05-19T17:45:49.000Z,2003,39.0,40.41,10.0,4.3,Mw,EMME,26888,EMME,1
bumelerze-005033,bml2003006i,2003-05-19T20:42:00.000Z,2003,39.04,40.45,10.0,4.4,Mw,EMME,26889,EMME,1
bumelerze-005034,bml2003006j,2003-05-20T00:17:46.000Z,2003,39.1117,40.4947,10.0,4.1,MD,ONUR2017,6845025,ONUR2017,1
bumelerze-005035,bml2003006k,2003-05-20T00:44:33.000Z,2003,39.0227,40.5104,10.0,3.5,MD,ONUR2017,6845096,ONUR2017,1
bumelerze-005036,bml2003006l,2003-05-20T00:48:17.000Z,2003,38.9978,40.5941,9.3,3.5,MD,ONUR2017,6845129,ONUR2017,1
bumelerze-005037,bml2003006m,2003-05-20T14:17:44.000Z,2003,39.04,40.38,10.0,4.3,Mw,EMME,26892,EMME,1
bumelerze-005038,bml2003006n,2003-05-21T00:11:16.000Z,2003,38.7398,40.6108,8.6,4.04,Mw,ONUR2017,6845386,ONUR2017,1
bumelerze-005039,bml2003006o,2003-05-21T00:15:38.000Z,2003,39.0589,40.4801,7.0,4.2,MD,ONUR2017,6845342,ONUR2017,1
bumelerze-005040,bml2003006p,2003-05-21T00:32:04.000Z,2003,38.9982,40.7216,8.0,3.6,MD,ONUR2017,6845433,ONUR2017,1
bumelerze-005041,bml2003006q,2003-05-21T00:56:40.000Z,2003,38.9757,40.5006,8.6,3.7,MD,ONUR2017,6845442,ONUR2017,1
bumelerze-005042,bml2003006r,2003-05-21T01:15:38.000Z,2003,39.08,40.45,7.0,4.3,Mw,EMME,26896,EMME,1
bumelerze-005043,bml2003006s,2003-05-21T03:11:17.000Z,2003,38.74,40.51,7.0,4.5,Mw,EMME,26897,EMME,1
bumelerze-005044,bml2003006t,2003-05-22T00:03:44.000Z,2003,38.7821,40.6849,13.0,3.5,MD,ONUR2017,6846335,ONUR2017,1
bumelerze-005045,bml2003006u,2003-05-23T00:28:13.000Z,2003,38.6858,39.9567,8.0,3.7,MD,ONUR2017,6847179,ONUR2017,1
bumelerze-005046,bml2003006v,2003-05-23T00:45:35.000Z,2003,38.9744,40.4502,8.2,3.6,MD,ONUR2017,6847118,ONUR2017,1
bumelerze-005047,bml2003006w,2003-05-24T00:12:36.000Z,2003,39.0863,40.3999,5.0,3.5,MD,ONUR2017,6847903,ONUR2017,1
bumelerze-005048,bml2003006x,2003-05-26T00:01:33.000Z,2003,31.8155,50.3664,8.4,4.39,Mw,ONUR2017,6849782,ONUR2017,1
bumelerze-005049,bml2003006y,2003-05-26T00:39:01.000Z,2003,39.0644,40.4298,4.0,3.6,MD,ONUR2017,6849894,ONUR2017,1
bumelerze-005050,bml2003006z,2003-05-26T13:01:33.000Z,2003,31.82,50.37,8.0,4.15,Mw,EMME,26911,EMME,1
bumelerze-005051,bml20030070,2003-06-05T00:14:05.000Z,2003,38.5624,45.0493,69.1,3.9,Mw,ONUR2017,6928751,ONUR2017,1
bumelerze-005052,bml20030071,2003-06-05T17:13:00.000Z,2003,38.38,45.2,7.0,4.61,Mw,EMME,26928,EMME,1
bumelerze-005053,bml20030072,2003-06-05T17:14:13.000Z,2003,38.49,44.15,23.0,4.6,Mw,EMME,26929,EMME,1
bumelerze-005054,bml20030073,2003-06-09T00:38:56.000Z,2003,38.8929,40.638,1.8,3.5,MD,ONUR2017,6931692,ONUR2017,1
bumelerze-005055,bml20030074,2003-06-09T00:53:54.000Z,2003,39.076,40.5685,0.3,3.5,MD,ONUR2017,6931613,ONUR2017,1
bumelerze-005056,bml20030075,2003-06-10T00:27:09.000Z,2003,38.8756,40.5688,12.3,3.5,MD,ONUR2017,6933200,ONUR2017,1
bumelerze-005057,bml20030076,2003-06-11T00:38:39.000Z,2003,37.4701,42.61,10.0,3.8,MD,ONUR2017,6934115,ONUR2017,1
bumelerze-005058,bml20030077,2003-06-11T10:38:40.000Z,2003,37.67,42.48,10.0,4.4,Mw,EMME,26943,EMME,1
bumelerze-005059,bml20030078,2003-06-12T00:24:05.000Z,2003,38.9609,40.5285,2.0,3.7,MD,ONUR2017,6934801,ONUR2017,1
bumelerze-005060,bml20030079,2003-06-13T00:55:07.000Z,2003,39.059,40.4823,8.7,3.5,MD,ONUR2017,6935617,ONUR2017,1
bumelerze-005061,bml2003007a,2003-06-15T00:56:15.000Z,2003,38.9966,40.5166,6.0,3.6,MD,ONUR2017,6937967,ONUR2017,1
bumelerze-005062,bml2003007b,2003-06-16T00:31:28.000Z,2003,38.366,39.1551,4.0,3.5,mb,ONUR2017,6938949,ONUR2017,1
bumelerze-005063,bml2003007c,2003-06-16T00:47:10.000Z,2003,38.4949,39.166,4.4,3.7,MD,ONUR2017,6939001,ONUR2017,1
